Model,t0,input,R2,rmse1,rmse7,rmse30,Hyperparameter
SINDy,1112,30,0.9607730776280204,0.28194042947757625,0.48513794350139156,0.7704881537245015,"[2457, 9387, 1803, 7079, 9587, 1248, 4498, 8469]"
SINDy,1658,30,0.8493841726142266,0.5829733917194173,0.8465217143203514,1.7493585239683327,"[4873, 1476, 5269, 25, 419, 6638, 10610, 7546]"
SINDy,929,30,0.8124195032340646,0.20799621847954977,1.2724781254983009,1.3421890581619733,"[4467, 1901, 2571, 8274, 7367, 9377, 9903, 3836]"
SINDy,380,30,0.9837446057282229,0.22984886466269633,1.08327760014699,0.5723691340508823,"[11156, 3555, 4390, 9122, 192, 5890, 9821, 3020]"
SINDy,1294,30,0.8660221193735361,1.2832981650999684,0.9606574262703829,1.1608371352020384,"[5457, 6997, 4560, 1420, 419, 937, 10783, 2276]"
SINDy,563,30,0.9524226296655458,0.6008522423208568,3.25069530911751,3.8607264201681386,"[57, 2834, 375, 6063, 6947, 8990, 364, 7023]"
SINDy,1476,30,0.9823139516301455,0.30838130904914157,0.8849949437062441,1.9001649588550258,"[254, 1958, 142, 11275, 6961, 3517, 5812, 2432]"
SINDy,746,30,0.9726547910345155,0.5325871268970618,0.8549601520878605,0.7803349614847259,"[9677, 7344, 5851, 9778, 1710, 4950, 1504, 8644]"
SINDy,15,30,0.9933545442977263,0.2953085181159322,0.6762783356795337,0.9604979323758974,"[78, 3797, 3291, 9058, 1585, 4941, 9713, 9926]"
SINDy,198,30,0.8221209531950774,0.3276533137207862,0.8878036186837519,2.7733866348225455,"[3189, 3513, 7807, 2677, 7002, 127, 1954, 8575]"
SINDy,1113,30,0.9702981721374828,0.3462769872781331,0.549557752854354,0.8188863983568668,"[4285, 11260, 11469, 158, 11043, 6847, 6651, 5704]"
SINDy,930,30,0.8080356163144512,0.3331742497145616,0.7713386149647989,3.781116145091244,"[2916, 5669, 10912, 8531, 601, 3045, 5753, 1257]"
SINDy,1295,30,0.8921181271872046,1.013100929725769,1.2478060026286755,1.672058094122668,"[5393, 368, 6261, 7232, 3941, 3101, 4974, 3229]"
SINDy,1659,30,0.8793444743152106,0.2978929454394564,1.1603126009691962,1.1680818333530696,"[4328, 291, 934, 3944, 1162, 5651, 8, 8503]"
SINDy,381,30,0.9873690169165806,0.22331924712505694,0.9625053683668054,0.6368167852996794,"[1792, 93, 1417, 7492, 6624, 4766, 3412, 378]"
SINDy,1477,30,0.9790106275688802,0.2528638393310359,0.961029628564083,1.8037496456833924,"[11003, 5023, 2254, 9817, 515, 3089, 8893, 3960]"
SINDy,564,30,0.9453829422711328,0.7767920013126103,2.5565620170520615,4.037076456525633,"[8493, 122, 11257, 8416, 4390, 11391, 2085, 10687]"
SINDy,747,30,0.9723669456903299,0.33165532674254194,1.0696077476385504,0.6854244353410267,"[3370, 76, 11284, 1770, 9696, 10986, 7057, 11280]"
SINDy,199,30,0.798999377022926,0.3121403589537031,0.5389125943883966,2.8398648638655777,"[8845, 105, 4013, 4708, 11284, 3428, 4417, 380]"
SINDy,16,30,0.9933280939447713,0.27582147223431186,0.6875495789530982,0.8541823007436847,"[2565, 896, 1311, 81, 9314, 7650, 3967, 8762]"
SINDy,1114,30,0.9670374582319142,0.41126605433168006,0.5965454118800994,1.1274834043935396,"[4913, 9034, 11070, 6670, 316, 1717, 2679, 390]"
SINDy,931,30,0.8096929391041614,0.8626313321089034,1.157769893967489,2.036872228391845,"[4499, 8992, 1670, 10096, 6314, 9977, 5781, 10359]"
SINDy,1296,30,0.8108936158803048,1.246898375283884,1.3920129571017466,1.1661260704234837,"[2863, 10292, 104, 8861, 1794, 4325, 3869, 5035]"
SINDy,382,30,0.986331777232367,0.23755478481910303,0.8994533975821755,0.6162053648602221,"[2289, 10756, 8337, 2410, 7358, 6165, 10970, 2875]"
SINDy,1660,30,0.9018709566499626,0.5804064568356896,1.4710751964153663,1.6203045691794165,"[430, 1453, 53, 7318, 10729, 10484, 481, 2863]"
SINDy,1478,30,0.9776620375556923,0.3281110516862097,0.7909864132902773,1.6588797624621818,"[10446, 6278, 7974, 10452, 3237, 859, 2688, 8231]"
SINDy,565,30,0.9424598147165545,0.5725260921261471,2.0857700465194413,4.1139660172066534,"[6207, 1520, 2508, 3262, 35, 11011, 10168, 5954]"
SINDy,748,30,0.9681657801306525,0.5344181262192658,1.0130230359133137,0.773434090493715,"[11429, 140, 2211, 5967, 6233, 3556, 3138, 2709]"
