Model,t0,input,R2,rmse1,rmse7,rmse30,Hyperparameter
SINDy,1463,30,0.9999999999980577,0.1404510255877418,0.9910183246932832,1.559537897686072,"[1586, 2362, 3304, 4379, 4343, 9788, 7502, 5873, 4179, 2341, 2602, 8394, 1384, 4709, 8674, 9424, 4760, 26, 2738, 7685, 1196, 7463, 5938, 9732, 849, 11465, 6570, 1731, 7403, 120, 11013, 10752]"
SINDy,733,30,0.9999999999974103,0.2970670589095941,0.837771348603571,1.1325158031656384,"[9745, 1843, 2889, 128, 5218, 8375, 3401, 9728, 10886, 4191, 3497, 3073, 10327, 1308, 6222, 4517, 9853, 10318, 6111, 10388, 8407, 3669, 8303, 786, 1338, 1030, 9679, 7242, 8867, 11411, 846, 5473]"
SINDy,367,30,0.9999999999992865,0.28045113842544234,0.7622240306691018,0.5545228321234502,"[3730, 2623, 4771, 5931, 5549, 5517, 5853, 450, 11424, 1036, 2024, 9722, 11346, 8601, 7190, 765, 82, 9228, 6874, 603, 7415, 11450, 10774, 2786, 9093, 1186, 6050, 4472, 7712, 8269, 4426, 7292]"
SINDy,916,30,0.999999999958998,0.40877766082992223,1.048215572946388,NaN,"[8609, 9361, 3843, 9746, 489, 5397, 9494, 6530, 9010, 3989, 4288, 10910, 2742, 4314, 10299, 785, 6508, 8130, 2584, 1993, 340, 5294, 9596, 24, 105, 7857, 4184, 8204, 8682, 5291, 8542, 9198]"
SINDy,1281,30,0.9999999999824646,2.5191885390726303,2.8460244810280586,2.466431061395138,"[8258, 6492, 3734, 7463, 973, 1215, 8650, 1873, 2902, 7586, 11106, 8865, 5001, 693, 8818, 993, 11435, 9281, 8120, 6944, 967, 7220, 9263, 7611, 9637, 10298, 266, 5922, 3722, 9762, 1484, 2674]"
SINDy,1,30,0.9999999999992776,0.24511963147683946,0.5146711499856937,1.5333772618369872,"[7651, 7056, 1539, 749, 9231, 6143, 7903, 62, 1157, 5951, 1571, 9091, 3434, 2874, 5119, 7534, 10986, 9548, 8710, 3977, 99, 7760, 11439, 3224, 2785, 156, 41, 5464, 7598, 11134, 303, 5484]"
SINDy,550,30,0.9999999999888456,0.4812588590643103,3.015768992505335,0.4353763079509396,"[11193, 171, 8920, 9598, 2781, 7414, 5399, 2287, 4701, 4459, 2230, 9499, 10571, 10678, 1623, 9950, 8456, 10024, 5229, 10742, 3115, 2432, 7628, 3366, 9504, 299, 2759, 8365, 26, 3202, 2027, 571]"
SINDy,1099,30,0.9999999999986834,0.2829117797213494,0.3870005153864578,0.35929686601552635,"[10140, 4000, 6437, 9537, 126, 9071, 58, 6820, 6340, 5315, 8898, 2426, 2566, 7986, 1474, 1552, 2665, 8576, 3046, 8071, 3191, 7961, 6379, 3716, 382, 7959, 3840, 11090, 7842, 6207, 3243, 4060]"
SINDy,1645,30,0.9999999999809691,2.1840000183436565,1.5412133940358277,2.939172416918645,"[2241, 2716, 2516, 4442, 10491, 6981, 1961, 849, 9349, 7505, 9201, 9788, 208, 8226, 4336, 5065, 1650, 8487, 6654, 2459, 6310, 11436, 5435, 7892, 5983, 9267, 3896, 110, 4245, 10830, 4146, 2380]"
SINDy,184,30,0.9999999999958896,1.5486759929765963,1.8534099357015204,1.8136467049344955,"[8173, 818, 8729, 8407, 277, 10144, 4837, 106, 7327, 3590, 10219, 5421, 946, 7885, 7917, 5603, 5229, 4532, 9562, 7475, 10802, 10408, 704, 10168, 93, 5977, 1534, 456, 9221, 4482, 5327, 1220]"
