lon,lat,EOF1,EOF2,EOF3,EOF4,EOF5
130.08,36.76,-0.08380101982435542,-0.09101239141675732,-0.04844407195654815,0.10348238239337358,0.016927461941638904
130.16,36.76,-0.07881184178698457,-0.10563586739929752,-0.07677985871100228,0.10591906769851936,0.08496599588010792
130.24,36.76,-0.07454855666103637,-0.1086847189934495,-0.08695977501918059,0.10808769312994626,0.1204729797673035
129.52,36.8,-0.10394226621136665,0.16008935747618633,-0.17889956991131556,-0.03266065095324721,-0.14053225542491796
129.6,36.8,-0.09472917525710506,0.11433996555362186,-0.07554931189349835,0.04365441985464879,-0.08984670868164249
129.68,36.8,-0.09211684145770593,0.07703313294314461,0.030474426533324144,0.09336746597802212,-0.05872686221338895
129.76,36.8,-0.09421501805149522,0.03950303653814142,0.08880130261489722,0.11668111697647703,-0.07855294507084509
129.84,36.8,-0.09416745189066672,0.00257804905313584,0.08108198364358311,0.1273549999715551,-0.1136613460628049
129.92,36.8,-0.09243498540097507,-0.03235744224493197,0.043681614276393596,0.12654537066465596,-0.1004314805362744
130.0,36.8,-0.08829641609841839,-0.06311798522134514,-0.0046199022226342985,0.12458710941548494,-0.04815491226225689
130.08,36.8,-0.08290323603120972,-0.08799562190957574,-0.04840946840168238,0.11856883536936551,0.02548867096630115
130.16,36.8,-0.07826819032385514,-0.10109938410096368,-0.0729989885485533,0.11686791183680022,0.0864272541483928
130.24,36.8,-0.0740668036863946,-0.1046104699065318,-0.08259969061317135,0.11555628099334861,0.11729889842950805
129.52,36.84,-0.10095808866335458,0.1542374436246174,-0.1760231001433696,-0.028361559477350053,-0.14647492724585517
129.6,36.84,-0.09311599927497537,0.11163674598005331,-0.08195558799950245,0.041878203024722976,-0.10610340673668335
129.68,36.84,-0.0913481416285266,0.07476925278738865,0.019285164199946685,0.09444444813990412,-0.07869412774168243
129.76,36.84,-0.09355672061423098,0.03709661635571686,0.07563886870326329,0.12437662309993808,-0.09585137790087378
129.84,36.84,-0.09285535527648207,0.0003168755761664482,0.07019084382177367,0.13720707930698858,-0.11475534999340452
129.92,36.84,-0.09108579038696046,-0.03404486101650741,0.034432249737138515,0.13677793524319276,-0.09083953119748508
130.0,36.84,-0.0870981338279372,-0.062392431718936804,-0.008806112601273498,0.1350024356024407,-0.03562737264688967
130.08,36.84,-0.08189874967785817,-0.08529004600925748,-0.047141766994316305,0.1294605876034222,0.033887523444392435
130.16,36.84,-0.07758072201975216,-0.09635067737472415,-0.06774400606089975,0.12458639125855026,0.08611084079946467
130.24,36.84,-0.07341068616872332,-0.10021189132733452,-0.07737642618667612,0.12183642531311746,0.1120845363429819
129.52,36.88,-0.097854254489615,0.14618893042379114,-0.172967456310661,-0.029308853704757266,-0.15127619451285237
129.6,36.88,-0.09105326480853712,0.10625400071435112,-0.0874361510878811,0.035172567855825704,-0.113254110372684
129.68,36.88,-0.09042640755944728,0.07037988965594118,0.009337449469796644,0.09130081597437817,-0.09102625586570443
129.76,36.88,-0.09249750475420439,0.03307064707010663,0.06228989983899062,0.12417430539485733,-0.10598771178119556
